region,date,data_type,values
Airport West,2019-12-01,No. of unemployed,181
Airport West,2019-12-01,Labour force,4575
Keilor East,2010-12-01,Unemployment rate %,4.3
Keilor East,2010-12-01,No. of unemployed,530
Keilor East,2010-12-01,Labour force,12277
Keilor East,2011-03-01,Unemployment rate %,4.1
Keilor East,2011-03-01,No. of unemployed,509
Keilor East,2011-03-01,Labour force,12366
Keilor East,2011-06-01,Unemployment rate %,3.7
Keilor East,2011-06-01,No. of unemployed,465
Keilor East,2011-06-01,Labour force,12440
Keilor East,2011-09-01,Unemployment rate %,3.4
Keilor East,2011-09-01,No. of unemployed,428
Keilor East,2011-09-01,Labour force,12432
Keilor East,2011-12-01,Unemployment rate %,3.4
Keilor East,2011-12-01,No. of unemployed,423
Keilor East,2011-12-01,Labour force,12506
Keilor East,2012-03-01,Unemployment rate %,3.6
Keilor East,2012-03-01,No. of unemployed,452
Keilor East,2012-03-01,Labour force,12663
Keilor East,2012-06-01,Unemployment rate %,3.5
Keilor East,2012-06-01,No. of unemployed,446
Keilor East,2012-06-01,Labour force,12727
Keilor East,2012-09-01,Unemployment rate %,3.2
Keilor East,2012-09-01,No. of unemployed,410
Keilor East,2012-09-01,Labour force,12812
Keilor East,2012-12-01,Unemployment rate %,2.9
Keilor East,2012-12-01,No. of unemployed,369
Keilor East,2012-12-01,Labour force,12687
Keilor East,2013-03-01,Unemployment rate %,2.6
Keilor East,2013-03-01,No. of unemployed,325
Keilor East,2013-03-01,Labour force,12453
Keilor East,2013-06-01,Unemployment rate %,2.8
Keilor East,2013-06-01,No. of unemployed,343
Keilor East,2013-06-01,Labour force,12339
Keilor East,2013-09-01,Unemployment rate %,3.2
Keilor East,2013-09-01,No. of unemployed,405
Keilor East,2013-09-01,Labour force,12477
Keilor East,2013-12-01,Unemployment rate %,3.6
Keilor East,2013-12-01,No. of unemployed,457
Keilor East,2013-12-01,Labour force,12696
Keilor East,2014-03-01,Unemployment rate %,4
Keilor East,2014-03-01,No. of unemployed,520
Keilor East,2014-03-01,Labour force,12932
Keilor East,2014-06-01,Unemployment rate %,4.2
Keilor East,2014-06-01,No. of unemployed,544
Keilor East,2014-06-01,Labour force,13030
Keilor East,2014-09-01,Unemployment rate %,4.3
Keilor East,2014-09-01,No. of unemployed,563
Keilor East,2014-09-01,Labour force,13044
Keilor East,2014-12-01,Unemployment rate %,4.2
Keilor East,2014-12-01,No. of unemployed,554
Keilor East,2014-12-01,Labour force,13103
Keilor East,2015-03-01,Unemployment rate %,3.9
Keilor East,2015-03-01,No. of unemployed,513
Keilor East,2015-03-01,Labour force,13052
Keilor East,2015-06-01,Unemployment rate %,3.9
Keilor East,2015-06-01,No. of unemployed,511
Keilor East,2015-06-01,Labour force,13092
Keilor East,2015-09-01,Unemployment rate %,3.8
Keilor East,2015-09-01,No. of unemployed,499
Keilor East,2015-09-01,Labour force,13011
Keilor East,2015-12-01,Unemployment rate %,3.8
Keilor East,2015-12-01,No. of unemployed,494
Keilor East,2015-12-01,Labour force,12952
Keilor East,2016-03-01,Unemployment rate %,4
Keilor East,2016-03-01,No. of unemployed,517
Keilor East,2016-03-01,Labour force,12951
Keilor East,2016-06-01,Unemployment rate %,4
Keilor East,2016-06-01,No. of unemployed,513
Keilor East,2016-06-01,Labour force,12986
Keilor East,2016-09-01,Unemployment rate %,3.9
Keilor East,2016-09-01,No. of unemployed,514
Keilor East,2016-09-01,Labour force,13156
Keilor East,2016-12-01,Unemployment rate %,4
Keilor East,2016-12-01,No. of unemployed,536
Keilor East,2016-12-01,Labour force,13372
Keilor East,2017-03-01,Unemployment rate %,4
Keilor East,2017-03-01,No. of unemployed,547
Keilor East,2017-03-01,Labour force,13538
Keilor East,2017-06-01,Unemployment rate %,4.1
Keilor East,2017-06-01,No. of unemployed,562
Keilor East,2017-06-01,Labour force,13709
Keilor East,2017-09-01,Unemployment rate %,4.2
Keilor East,2017-09-01,No. of unemployed,585
Keilor East,2017-09-01,Labour force,13773
Keilor East,2017-12-01,Unemployment rate %,4.2
Keilor East,2017-12-01,No. of unemployed,577
Keilor East,2017-12-01,Labour force,13784
Keilor East,2018-03-01,Unemployment rate %,4
Keilor East,2018-03-01,No. of unemployed,556
Keilor East,2018-03-01,Labour force,13748
Keilor East,2018-06-01,Unemployment rate %,3.7
Keilor East,2018-06-01,No. of unemployed,509
Keilor East,2018-06-01,Labour force,13701
Keilor East,2018-09-01,Unemployment rate %,3.4
Keilor East,2018-09-01,No. of unemployed,462
Keilor East,2018-09-01,Labour force,13737
Keilor East,2018-12-01,Unemployment rate %,3.2
Keilor East,2018-12-01,No. of unemployed,434
Keilor East,2018-12-01,Labour force,13726
Keilor East,2019-03-01,Unemployment rate %,3
Keilor East,2019-03-01,No. of unemployed,419
Keilor East,2019-03-01,Labour force,13835
Keilor East,2019-06-01,Unemployment rate %,3.1
Keilor East,2019-06-01,No. of unemployed,440
Keilor East,2019-06-01,Labour force,13996
Keilor East,2019-09-01,Unemployment rate %,3.2
Keilor East,2019-09-01,No. of unemployed,448
Keilor East,2019-09-01,Labour force,13977
Keilor East,2019-12-01,Unemployment rate %,3.3
Keilor East,2019-12-01,No. of unemployed,469
Keilor East,2019-12-01,Labour force,14137
Niddrie - Essendon West,2010-12-01,Unemployment rate %,3.3
Niddrie - Essendon West,2010-12-01,No. of unemployed,112
Niddrie - Essendon West,2010-12-01,Labour force,3444
Niddrie - Essendon West,2011-03-01,Unemployment rate %,3.2
Niddrie - Essendon West,2011-03-01,No. of unemployed,110
Niddrie - Essendon West,2011-03-01,Labour force,3466
Niddrie - Essendon West,2011-06-01,Unemployment rate %,2.9
Niddrie - Essendon West,2011-06-01,No. of unemployed,101
Niddrie - Essendon West,2011-06-01,Labour force,3485
Niddrie - Essendon West,2011-09-01,Unemployment rate %,2.7
Niddrie - Essendon West,2011-09-01,No. of unemployed,93
Niddrie - Essendon West,2011-09-01,Labour force,3480
Niddrie - Essendon West,2011-12-01,Unemployment rate %,2.7
Niddrie - Essendon West,2011-12-01,No. of unemployed,95
Niddrie - Essendon West,2011-12-01,Labour force,3500
Niddrie - Essendon West,2012-03-01,Unemployment rate %,2.5
Niddrie - Essendon West,2012-03-01,No. of unemployed,89
Niddrie - Essendon West,2012-03-01,Labour force,3553
Niddrie - Essendon West,2012-06-01,Unemployment rate %,2.3
Niddrie - Essendon West,2012-06-01,No. of unemployed,82
Niddrie - Essendon West,2012-06-01,Labour force,3580
Niddrie - Essendon West,2012-09-01,Unemployment rate %,2
Niddrie - Essendon West,2012-09-01,No. of unemployed,73
Niddrie - Essendon West,2012-09-01,Labour force,3612
Niddrie - Essendon West,2012-12-01,Unemployment rate %,1.8
Niddrie - Essendon West,2012-12-01,No. of unemployed,66
Niddrie - Essendon West,2012-12-01,Labour force,3583
Niddrie - Essendon West,2013-03-01,Unemployment rate %,1.9
Niddrie - Essendon West,2013-03-01,No. of unemployed,66
Niddrie - Essendon West,2013-03-01,Labour force,3526
Niddrie - Essendon West,2013-06-01,Unemployment rate %,2.2
Niddrie - Essendon West,2013-06-01,No. of unemployed,77
Niddrie - Essendon West,2013-06-01,Labour force,3502
Niddrie - Essendon West,2013-09-01,Unemployment rate %,2.6
Niddrie - Essendon West,2013-09-01,No. of unemployed,93
Niddrie - Essendon West,2013-09-01,Labour force,3553
Niddrie - Essendon West,2013-12-01,Unemployment rate %,2.8
Niddrie - Essendon West,2013-12-01,No. of unemployed,103
Niddrie - Essendon West,2013-12-01,Labour force,3627
Niddrie - Essendon West,2014-03-01,Unemployment rate %,3.2
Niddrie - Essendon West,2014-03-01,No. of unemployed,118
Niddrie - Essendon West,2014-03-01,Labour force,3726
Niddrie - Essendon West,2014-06-01,Unemployment rate %,3.2
Niddrie - Essendon West,2014-06-01,No. of unemployed,120
Niddrie - Essendon West,2014-06-01,Labour force,3785
Niddrie - Essendon West,2014-09-01,Unemployment rate %,3.2
Niddrie - Essendon West,2014-09-01,No. of unemployed,122
Niddrie - Essendon West,2014-09-01,Labour force,3819
Niddrie - Essendon West,2014-12-01,Unemployment rate %,3.1
Niddrie - Essendon West,2014-12-01,No. of unemployed,119
Niddrie - Essendon West,2014-12-01,Labour force,3866
Niddrie - Essendon West,2015-03-01,Unemployment rate %,2.7
Niddrie - Essendon West,2015-03-01,No. of unemployed,106
Niddrie - Essendon West,2015-03-01,Labour force,3860
Niddrie - Essendon West,2015-06-01,Unemployment rate %,2.7
Niddrie - Essendon West,2015-06-01,No. of unemployed,105
Niddrie - Essendon West,2015-06-01,Labour force,3882
Niddrie - Essendon West,2015-09-01,Unemployment rate %,2.7
Niddrie - Essendon West,2015-09-01,No. of unemployed,103
Niddrie - Essendon West,2015-09-01,Labour force,3868
Niddrie - Essendon West,2015-12-01,Unemployment rate %,2.8
Niddrie - Essendon West,2015-12-01,No. of unemployed,107
Niddrie - Essendon West,2015-12-01,Labour force,3859
Niddrie - Essendon West,2016-03-01,Unemployment rate %,2.9
Niddrie - Essendon West,2016-03-01,No. of unemployed,114
Niddrie - Essendon West,2016-03-01,Labour force,3873
Niddrie - Essendon West,2016-06-01,Unemployment rate %,2.8
Niddrie - Essendon West,2016-06-01,No. of unemployed,111
Niddrie - Essendon West,2016-06-01,Labour force,3898
Niddrie - Essendon West,2016-09-01,Unemployment rate %,2.7
Niddrie - Essendon West,2016-09-01,No. of unemployed,106
Niddrie - Essendon West,2016-09-01,Labour force,3965
Niddrie - Essendon West,2016-12-01,Unemployment rate %,2.5
Niddrie - Essendon West,2016-12-01,No. of unemployed,101
Niddrie - Essendon West,2016-12-01,Labour force,4048
Niddrie - Essendon West,2017-03-01,Unemployment rate %,2.4
Niddrie - Essendon West,2017-03-01,No. of unemployed,99
Niddrie - Essendon West,2017-03-01,Labour force,4106
Niddrie - Essendon West,2017-06-01,Unemployment rate %,2.4
Niddrie - Essendon West,2017-06-01,No. of unemployed,100
Niddrie - Essendon West,2017-06-01,Labour force,4165
Niddrie - Essendon West,2017-09-01,Unemployment rate %,2.5
Niddrie - Essendon West,2017-09-01,No. of unemployed,105
Niddrie - Essendon West,2017-09-01,Labour force,4192
Niddrie - Essendon West,2017-12-01,Unemployment rate %,2.5
Niddrie - Essendon West,2017-12-01,No. of unemployed,103
Niddrie - Essendon West,2017-12-01,Labour force,4202
Niddrie - Essendon West,2018-03-01,Unemployment rate %,2.3
Niddrie - Essendon West,2018-03-01,No. of unemployed,98
Niddrie - Essendon West,2018-03-01,Labour force,4207
Niddrie - Essendon West,2018-06-01,Unemployment rate %,2.1
Niddrie - Essendon West,2018-06-01,No. of unemployed,90
Niddrie - Essendon West,2018-06-01,Labour force,4208
Niddrie - Essendon West,2018-09-01,Unemployment rate %,1.9
Niddrie - Essendon West,2018-09-01,No. of unemployed,80
Niddrie - Essendon West,2018-09-01,Labour force,4234
Niddrie - Essendon West,2018-12-01,Unemployment rate %,1.8
Niddrie - Essendon West,2018-12-01,No. of unemployed,75
Niddrie - Essendon West,2018-12-01,Labour force,4247
Niddrie - Essendon West,2019-03-01,Unemployment rate %,1.8
Niddrie - Essendon West,2019-03-01,No. of unemployed,76
Niddrie - Essendon West,2019-03-01,Labour force,4281
Niddrie - Essendon West,2019-06-01,Unemployment rate %,2
Niddrie - Essendon West,2019-06-01,No. of unemployed,87
Niddrie - Essendon West,2019-06-01,Labour force,4336
Niddrie - Essendon West,2019-09-01,Unemployment rate %,2.2
Niddrie - Essendon West,2019-09-01,No. of unemployed,96
Niddrie - Essendon West,2019-09-01,Labour force,4337
Niddrie - Essendon West,2019-12-01,Unemployment rate %,2.3
Niddrie - Essendon West,2019-12-01,No. of unemployed,103
Niddrie - Essendon West,2019-12-01,Labour force,4393
Strathmore,2010-12-01,Unemployment rate %,2.5
Strathmore,2010-12-01,No. of unemployed,128
Strathmore,2010-12-01,Labour force,5160
Strathmore,2011-03-01,Unemployment rate %,2.3
Strathmore,2011-03-01,No. of unemployed,119
Strathmore,2011-03-01,Labour force,5195
Strathmore,2011-06-01,Unemployment rate %,2
Strathmore,2011-06-01,No. of unemployed,105
Strathmore,2011-06-01,Labour force,5226
Strathmore,2011-09-01,Unemployment rate %,1.9
Strathmore,2011-09-01,No. of unemployed,98
Strathmore,2011-09-01,Labour force,5221
Strathmore,2011-12-01,Unemployment rate %,1.8
Strathmore,2011-12-01,No. of unemployed,93
Strathmore,2011-12-01,Labour force,5252
Strathmore,2012-03-01,Unemployment rate %,1.8
Strathmore,2012-03-01,No. of unemployed,98
Strathmore,2012-03-01,Labour force,5313
Strathmore,2012-06-01,Unemployment rate %,1.8
Strathmore,2012-06-01,No. of unemployed,97
Strathmore,2012-06-01,Labour force,5336
Strathmore,2012-09-01,Unemployment rate %,1.7
Strathmore,2012-09-01,No. of unemployed,91
Strathmore,2012-09-01,Labour force,5366
Strathmore,2012-12-01,Unemployment rate %,1.6
Strathmore,2012-12-01,No. of unemployed,87
Strathmore,2012-12-01,Labour force,5307
Strathmore,2013-03-01,Unemployment rate %,1.6
Strathmore,2013-03-01,No. of unemployed,84
Strathmore,2013-03-01,Labour force,5207
Strathmore,2013-06-01,Unemployment rate %,1.8
Strathmore,2013-06-01,No. of unemployed,91
Strathmore,2013-06-01,Labour force,5156
Strathmore,2013-09-01,Unemployment rate %,2.1
Strathmore,2013-09-01,No. of unemployed,107
Strathmore,2013-09-01,Labour force,5213
Strathmore,2013-12-01,Unemployment rate %,2.3
Strathmore,2013-12-01,No. of unemployed,122
Strathmore,2013-12-01,Labour force,5304
Strathmore,2014-03-01,Unemployment rate %,2.5
Strathmore,2014-03-01,No. of unemployed,135
Strathmore,2014-03-01,Labour force,5382
Strathmore,2014-06-01,Unemployment rate %,2.5
Strathmore,2014-06-01,No. of unemployed,137
Strathmore,2014-06-01,Labour force,5402
Strathmore,2014-09-01,Unemployment rate %,2.5
Strathmore,2014-09-01,No. of unemployed,135
Strathmore,2014-09-01,Labour force,5386
Strathmore,2014-12-01,Unemployment rate %,2.3
Strathmore,2014-12-01,No. of unemployed,125
Strathmore,2014-12-01,Labour force,5389
Strathmore,2015-03-01,Unemployment rate %,2.1
Strathmore,2015-03-01,No. of unemployed,115
Strathmore,2015-03-01,Labour force,5367
Strathmore,2015-06-01,Unemployment rate %,2.1
Strathmore,2015-06-01,No. of unemployed,114
Strathmore,2015-06-01,Labour force,5383
Strathmore,2015-09-01,Unemployment rate %,2.1
Strathmore,2015-09-01,No. of unemployed,112
Strathmore,2015-09-01,Labour force,5349
Strathmore,2015-12-01,Unemployment rate %,2.1
Strathmore,2015-12-01,No. of unemployed,110
Strathmore,2015-12-01,Labour force,5324
Strathmore,2016-03-01,Unemployment rate %,2.1
Strathmore,2016-03-01,No. of unemployed,112
Strathmore,2016-03-01,Labour force,5335
Strathmore,2016-06-01,Unemployment rate %,2
Strathmore,2016-06-01,No. of unemployed,106
Strathmore,2016-06-01,Labour force,5361
Strathmore,2016-09-01,Unemployment rate %,1.9
Strathmore,2016-09-01,No. of unemployed,105
Strathmore,2016-09-01,Labour force,5444
Strathmore,2016-12-01,Unemployment rate %,2
Strathmore,2016-12-01,No. of unemployed,111
Strathmore,2016-12-01,Labour force,5546
Strathmore,2017-03-01,Unemployment rate %,2
Strathmore,2017-03-01,No. of unemployed,112
Strathmore,2017-03-01,Labour force,5633
Strathmore,2017-06-01,Unemployment rate %,2
Strathmore,2017-06-01,No. of unemployed,116
Strathmore,2017-06-01,Labour force,5722
Strathmore,2017-09-01,Unemployment rate %,2
Strathmore,2017-09-01,No. of unemployed,118
Strathmore,2017-09-01,Labour force,5766
Strathmore,2017-12-01,Unemployment rate %,1.9
Strathmore,2017-12-01,No. of unemployed,110
Strathmore,2017-12-01,Labour force,5788
Strathmore,2018-03-01,Unemployment rate %,1.8
Strathmore,2018-03-01,No. of unemployed,105
Strathmore,2018-03-01,Labour force,5790
Strathmore,2018-06-01,Unemployment rate %,1.7
Strathmore,2018-06-01,No. of unemployed,101
Strathmore,2018-06-01,Labour force,5787
Strathmore,2018-09-01,Unemployment rate %,1.7
Strathmore,2018-09-01,No. of unemployed,97
Strathmore,2018-09-01,Labour force,5820
Strathmore,2018-12-01,Unemployment rate %,1.7
Strathmore,2018-12-01,No. of unemployed,97
Strathmore,2018-12-01,Labour force,5833
Strathmore,2019-03-01,Unemployment rate %,1.6
Strathmore,2019-03-01,No. of unemployed,96
Strathmore,2019-03-01,Labour force,5879
Strathmore,2019-06-01,Unemployment rate %,1.6
Strathmore,2019-06-01,No. of unemployed,98
Strathmore,2019-06-01,Labour force,5953
Strathmore,2019-09-01,Unemployment rate %,1.6
Strathmore,2019-09-01,No. of unemployed,98
Strathmore,2019-09-01,Labour force,5952
Strathmore,2019-12-01,Unemployment rate %,1.7
Strathmore,2019-12-01,No. of unemployed,100
Strathmore,2019-12-01,Labour force,6026
Greater Melbourne,2010-12-01,Unemployment rate %,5
Greater Melbourne,2010-12-01,No. of unemployed,98457
Greater Melbourne,2010-12-01,Labour force,1968566
Greater Melbourne,2011-03-01,Unemployment rate %,4.9
Greater Melbourne,2011-03-01,No. of unemployed,96142
Greater Melbourne,2011-03-01,Labour force,1976752
Greater Melbourne,2011-06-01,Unemployment rate %,4.7
Greater Melbourne,2011-06-01,No. of unemployed,94209
Greater Melbourne,2011-06-01,Labour force,1984856
Greater Melbourne,2011-09-01,Unemployment rate %,4.8
Greater Melbourne,2011-09-01,No. of unemployed,96279
Greater Melbourne,2011-09-01,Labour force,1991341
Greater Melbourne,2011-12-01,Unemployment rate %,5
Greater Melbourne,2011-12-01,No. of unemployed,99325
Greater Melbourne,2011-12-01,Labour force,1996431
Greater Melbourne,2012-03-01,Unemployment rate %,5.2
Greater Melbourne,2012-03-01,No. of unemployed,104089
Greater Melbourne,2012-03-01,Labour force,2001185
Greater Melbourne,2012-06-01,Unemployment rate %,5.4
Greater Melbourne,2012-06-01,No. of unemployed,108524
Greater Melbourne,2012-06-01,Labour force,2011552
Greater Melbourne,2012-09-01,Unemployment rate %,5.4
Greater Melbourne,2012-09-01,No. of unemployed,109883
Greater Melbourne,2012-09-01,Labour force,2019000
Greater Melbourne,2012-12-01,Unemployment rate %,5.4
Greater Melbourne,2012-12-01,No. of unemployed,109674
Greater Melbourne,2012-12-01,Labour force,2026609
Greater Melbourne,2013-03-01,Unemployment rate %,5.5
Greater Melbourne,2013-03-01,No. of unemployed,112241
Greater Melbourne,2013-03-01,Labour force,2039141
Greater Melbourne,2013-06-01,Unemployment rate %,5.6
Greater Melbourne,2013-06-01,No. of unemployed,114300
Greater Melbourne,2013-06-01,Labour force,2047203
Greater Melbourne,2013-09-01,Unemployment rate %,5.7
Greater Melbourne,2013-09-01,No. of unemployed,117802
Greater Melbourne,2013-09-01,Labour force,2054928
Greater Melbourne,2013-12-01,Unemployment rate %,6
Greater Melbourne,2013-12-01,No. of unemployed,123334
Greater Melbourne,2013-12-01,Labour force,2062885
Greater Melbourne,2014-03-01,Unemployment rate %,6.2
Greater Melbourne,2014-03-01,No. of unemployed,128738
Greater Melbourne,2014-03-01,Labour force,2066207
Greater Melbourne,2014-06-01,Unemployment rate %,6.3
Greater Melbourne,2014-06-01,No. of unemployed,131039
Greater Melbourne,2014-06-01,Labour force,2068229
Greater Melbourne,2014-09-01,Unemployment rate %,6.5
Greater Melbourne,2014-09-01,No. of unemployed,135829
Greater Melbourne,2014-09-01,Labour force,2078785
Greater Melbourne,2014-12-01,Unemployment rate %,6.6
Greater Melbourne,2014-12-01,No. of unemployed,138633
Greater Melbourne,2014-12-01,Labour force,2091939
Greater Melbourne,2015-03-01,Unemployment rate %,6.5
Greater Melbourne,2015-03-01,No. of unemployed,137362
Greater Melbourne,2015-03-01,Labour force,2109541
Greater Melbourne,2015-06-01,Unemployment rate %,6.4
Greater Melbourne,2015-06-01,No. of unemployed,136988
Greater Melbourne,2015-06-01,Labour force,2126064
Greater Melbourne,2015-09-01,Unemployment rate %,6.3
Greater Melbourne,2015-09-01,No. of unemployed,134636
Greater Melbourne,2015-09-01,Labour force,2138765
Greater Melbourne,2015-12-01,Unemployment rate %,6.1
Greater Melbourne,2015-12-01,No. of unemployed,131595
Greater Melbourne,2015-12-01,Labour force,2152693
Greater Melbourne,2016-03-01,Unemployment rate %,6
Greater Melbourne,2016-03-01,No. of unemployed,129350
Greater Melbourne,2016-03-01,Labour force,2165272
Greater Melbourne,2016-06-01,Unemployment rate %,5.9
Greater Melbourne,2016-06-01,No. of unemployed,127906
Greater Melbourne,2016-06-01,Labour force,2180739
Greater Melbourne,2016-09-01,Unemployment rate %,5.7
Greater Melbourne,2016-09-01,No. of unemployed,125974
Greater Melbourne,2016-09-01,Labour force,2198777
Greater Melbourne,2016-12-01,Unemployment rate %,5.8
Greater Melbourne,2016-12-01,No. of unemployed,128252
Greater Melbourne,2016-12-01,Labour force,2220107
Greater Melbourne,2017-03-01,Unemployment rate %,5.8
Greater Melbourne,2017-03-01,No. of unemployed,130771
Greater Melbourne,2017-03-01,Labour force,2242395
Greater Melbourne,2017-06-01,Unemployment rate %,6
Greater Melbourne,2017-06-01,No. of unemployed,135354
Greater Melbourne,2017-06-01,Labour force,2267133
Greater Melbourne,2017-09-01,Unemployment rate %,6.1
Greater Melbourne,2017-09-01,No. of unemployed,140243
Greater Melbourne,2017-09-01,Labour force,2287917
Greater Melbourne,2017-12-01,Unemployment rate %,6
Greater Melbourne,2017-12-01,No. of unemployed,138765
Greater Melbourne,2017-12-01,Labour force,2304459
Greater Melbourne,2018-03-01,Unemployment rate %,5.9
Greater Melbourne,2018-03-01,No. of unemployed,136366
Greater Melbourne,2018-03-01,Labour force,2319510
Greater Melbourne,2018-06-01,Unemployment rate %,5.6
Greater Melbourne,2018-06-01,No. of unemployed,131495
Greater Melbourne,2018-06-01,Labour force,2330394
Greater Melbourne,2018-09-01,Unemployment rate %,5.3
Greater Melbourne,2018-09-01,No. of unemployed,123168
Greater Melbourne,2018-09-01,Labour force,2339856
Greater Melbourne,2018-12-01,Unemployment rate %,4.9
Greater Melbourne,2018-12-01,No. of unemployed,115894
Greater Melbourne,2018-12-01,Labour force,2353805
Greater Melbourne,2019-03-01,Unemployment rate %,4.7
Greater Melbourne,2019-03-01,No. of unemployed,112469
Greater Melbourne,2019-03-01,Labour force,2371946
Greater Melbourne,2019-06-01,Unemployment rate %,4.7
Greater Melbourne,2019-06-01,No. of unemployed,111898
Greater Melbourne,2019-06-01,Labour force,2393946
Greater Melbourne,2019-09-01,Unemployment rate %,4.8
Greater Melbourne,2019-09-01,No. of unemployed,115123
Greater Melbourne,2019-09-01,Labour force,2420515
Greater Melbourne,2019-12-01,Unemployment rate %,4.9
Greater Melbourne,2019-12-01,No. of unemployed,119506
Greater Melbourne,2019-12-01,Labour force,2442269
City of Moonee Valley,2010-12-01,Unemployment rate %,4.4
City of Moonee Valley,2010-12-01,No. of unemployed,2755
City of Moonee Valley,2010-12-01,Labour force,62324
City of Moonee Valley,2011-03-01,Unemployment rate %,4.3
City of Moonee Valley,2011-03-01,No. of unemployed,2693
City of Moonee Valley,2011-03-01,Labour force,62647
City of Moonee Valley,2011-06-01,Unemployment rate %,4
City of Moonee Valley,2011-06-01,No. of unemployed,2516
City of Moonee Valley,2011-06-01,Labour force,62917
City of Moonee Valley,2011-09-01,Unemployment rate %,3.8
City of Moonee Valley,2011-09-01,No. of unemployed,2387
City of Moonee Valley,2011-09-01,Labour force,62981
City of Moonee Valley,2011-12-01,Unemployment rate %,3.8
City of Moonee Valley,2011-12-01,No. of unemployed,2405
City of Moonee Valley,2011-12-01,Labour force,63130
City of Moonee Valley,2012-03-01,Unemployment rate %,4.1
City of Moonee Valley,2012-03-01,No. of unemployed,2601
City of Moonee Valley,2012-03-01,Labour force,63665
City of Moonee Valley,2012-06-01,Unemployment rate %,4.3
City of Moonee Valley,2012-06-01,No. of unemployed,2784
City of Moonee Valley,2012-06-01,Labour force,64188
City of Moonee Valley,2012-09-01,Unemployment rate %,4.4
City of Moonee Valley,2012-09-01,No. of unemployed,2813
City of Moonee Valley,2012-09-01,Labour force,64640
City of Moonee Valley,2012-12-01,Unemployment rate %,4.2
City of Moonee Valley,2012-12-01,No. of unemployed,2700
City of Moonee Valley,2012-12-01,Labour force,64566
City of Moonee Valley,2013-03-01,Unemployment rate %,4.1
City of Moonee Valley,2013-03-01,No. of unemployed,2639
City of Moonee Valley,2013-03-01,Labour force,64048
City of Moonee Valley,2013-06-01,Unemployment rate %,4.5
City of Moonee Valley,2013-06-01,No. of unemployed,2831
City of Moonee Valley,2013-06-01,Labour force,63613
City of Moonee Valley,2013-09-01,Unemployment rate %,5
City of Moonee Valley,2013-09-01,No. of unemployed,3173
City of Moonee Valley,2013-09-01,Labour force,63744
City of Moonee Valley,2013-12-01,Unemployment rate %,5.5
City of Moonee Valley,2013-12-01,No. of unemployed,3507
City of Moonee Valley,2013-12-01,Labour force,64170
City of Moonee Valley,2014-03-01,Unemployment rate %,6
City of Moonee Valley,2014-03-01,No. of unemployed,3870
City of Moonee Valley,2014-03-01,Labour force,64879
City of Moonee Valley,2014-06-01,Unemployment rate %,5.9
City of Moonee Valley,2014-06-01,No. of unemployed,3822
City of Moonee Valley,2014-06-01,Labour force,65330
City of Moonee Valley,2014-09-01,Unemployment rate %,5.8
City of Moonee Valley,2014-09-01,No. of unemployed,3820
City of Moonee Valley,2014-09-01,Labour force,65688
City of Moonee Valley,2014-12-01,Unemployment rate %,5.9
City of Moonee Valley,2014-12-01,No. of unemployed,3897
City of Moonee Valley,2014-12-01,Labour force,66123
City of Moonee Valley,2015-03-01,Unemployment rate %,5.6
City of Moonee Valley,2015-03-01,No. of unemployed,3698
City of Moonee Valley,2015-03-01,Labour force,66289
City of Moonee Valley,2015-06-01,Unemployment rate %,5.6
City of Moonee Valley,2015-06-01,No. of unemployed,3763
City of Moonee Valley,2015-06-01,Labour force,66626
City of Moonee Valley,2015-09-01,Unemployment rate %,5.5
City of Moonee Valley,2015-09-01,No. of unemployed,3692
City of Moonee Valley,2015-09-01,Labour force,66757
City of Moonee Valley,2015-12-01,Unemployment rate %,5.2
City of Moonee Valley,2015-12-01,No. of unemployed,3492
City of Moonee Valley,2015-12-01,Labour force,66733
City of Moonee Valley,2016-03-01,Unemployment rate %,5.1
City of Moonee Valley,2016-03-01,No. of unemployed,3434
City of Moonee Valley,2016-03-01,Labour force,66721
City of Moonee Valley,2016-06-01,Unemployment rate %,5
City of Moonee Valley,2016-06-01,No. of unemployed,3341
City of Moonee Valley,2016-06-01,Labour force,67023
City of Moonee Valley,2016-09-01,Unemployment rate %,4.8
City of Moonee Valley,2016-09-01,No. of unemployed,3260
City of Moonee Valley,2016-09-01,Labour force,67694
City of Moonee Valley,2016-12-01,Unemployment rate %,4.9
City of Moonee Valley,2016-12-01,No. of unemployed,3391
City of Moonee Valley,2016-12-01,Labour force,68606
City of Moonee Valley,2017-03-01,Unemployment rate %,4.9
City of Moonee Valley,2017-03-01,No. of unemployed,3408
City of Moonee Valley,2017-03-01,Labour force,69556
City of Moonee Valley,2017-06-01,Unemployment rate %,5.1
City of Moonee Valley,2017-06-01,No. of unemployed,3606
City of Moonee Valley,2017-06-01,Labour force,70437
City of Moonee Valley,2017-09-01,Unemployment rate %,5.3
City of Moonee Valley,2017-09-01,No. of unemployed,3798
City of Moonee Valley,2017-09-01,Labour force,71040
City of Moonee Valley,2017-12-01,Unemployment rate %,5.2
City of Moonee Valley,2017-12-01,No. of unemployed,3763
City of Moonee Valley,2017-12-01,Labour force,71686
City of Moonee Valley,2018-03-01,Unemployment rate %,5.2
City of Moonee Valley,2018-03-01,No. of unemployed,3729
City of Moonee Valley,2018-03-01,Labour force,72085
City of Moonee Valley,2018-06-01,Unemployment rate %,4.8
City of Moonee Valley,2018-06-01,No. of unemployed,3485
