sa2,sa2_name,month,data_type,values
21274,Belgrave - Selby,2020-03-01,JobSeeker payment recipients,238
21274,Belgrave - Selby,2020-03-01,Youth Allowance recipients,20
21274,Belgrave - Selby,2020-03-01,Total JobSeeker and Youth allowance recipients,258
21274,Belgrave - Selby,2020-03-01,Population aged 15-64 y.o.,7084
21274,Belgrave - Selby,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,3.6
21275,Chirnside Park,2020-03-01,JobSeeker payment recipients,211
21275,Chirnside Park,2020-03-01,Youth Allowance recipients,16
21275,Chirnside Park,2020-03-01,Total JobSeeker and Youth allowance recipients,227
21275,Chirnside Park,2020-03-01,Population aged 15-64 y.o.,7083
21275,Chirnside Park,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,3.2
21276,Healesville - Yarra Glen,2020-03-01,JobSeeker payment recipients,337
21276,Healesville - Yarra Glen,2020-03-01,Youth Allowance recipients,24
21276,Healesville - Yarra Glen,2020-03-01,Total JobSeeker and Youth allowance recipients,361
21276,Healesville - Yarra Glen,2020-03-01,Population aged 15-64 y.o.,9009
21276,Healesville - Yarra Glen,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,4
21277,Kilsyth,2020-03-01,JobSeeker payment recipients,227
21277,Kilsyth,2020-03-01,Youth Allowance recipients,29
21277,Kilsyth,2020-03-01,Total JobSeeker and Youth allowance recipients,256
21277,Kilsyth,2020-03-01,Population aged 15-64 y.o.,5999
21277,Kilsyth,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,4.3
21278,Lilydale - Coldstream,2020-03-01,JobSeeker payment recipients,466
21278,Lilydale - Coldstream,2020-03-01,Youth Allowance recipients,45
21278,Lilydale - Coldstream,2020-03-01,Total JobSeeker and Youth allowance recipients,511
21278,Lilydale - Coldstream,2020-03-01,Population aged 15-64 y.o.,12996
21278,Lilydale - Coldstream,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,3.9
21279,Monbulk - Silvan,2020-03-01,JobSeeker payment recipients,116
21279,Monbulk - Silvan,2020-03-01,Youth Allowance recipients,5
21279,Monbulk - Silvan,2020-03-01,Total JobSeeker and Youth allowance recipients,121
21279,Monbulk - Silvan,2020-03-01,Population aged 15-64 y.o.,3694
21279,Monbulk - Silvan,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,3.3
21280,Montrose,2020-03-01,JobSeeker payment recipients,111
21280,Montrose,2020-03-01,Youth Allowance recipients,9
21280,Montrose,2020-03-01,Total JobSeeker and Youth allowance recipients,120
21280,Montrose,2020-03-01,Population aged 15-64 y.o.,4492
21280,Montrose,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,2.7
21281,Mooroolbark,2020-03-01,JobSeeker payment recipients,560
21281,Mooroolbark,2020-03-01,Youth Allowance recipients,68
21281,Mooroolbark,2020-03-01,Total JobSeeker and Youth allowance recipients,628
21281,Mooroolbark,2020-03-01,Population aged 15-64 y.o.,15681
21281,Mooroolbark,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,4
21282,Mount Dandenong - Olinda,2020-03-01,JobSeeker payment recipients,154
21282,Mount Dandenong - Olinda,2020-03-01,Youth Allowance recipients,7
21282,Mount Dandenong - Olinda,2020-03-01,Total JobSeeker and Youth allowance recipients,161
21282,Mount Dandenong - Olinda,2020-03-01,Population aged 15-64 y.o.,6471
21282,Mount Dandenong - Olinda,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,2.5
21283,Mount Evelyn,2020-03-01,JobSeeker payment recipients,154
21283,Mount Evelyn,2020-03-01,Youth Allowance recipients,20
21283,Mount Evelyn,2020-03-01,Total JobSeeker and Youth allowance recipients,174
21283,Mount Evelyn,2020-03-01,Population aged 15-64 y.o.,6835
21283,Mount Evelyn,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,2.5
21284,Upwey - Tecoma,2020-03-01,JobSeeker payment recipients,196
21284,Upwey - Tecoma,2020-03-01,Youth Allowance recipients,21
21284,Upwey - Tecoma,2020-03-01,Total JobSeeker and Youth allowance recipients,217
21284,Upwey - Tecoma,2020-03-01,Population aged 15-64 y.o.,6930
21284,Upwey - Tecoma,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,3.1
21285,Wandin - Seville,2020-03-01,JobSeeker payment recipients,122
21285,Wandin - Seville,2020-03-01,Youth Allowance recipients,12
21285,Wandin - Seville,2020-03-01,Total JobSeeker and Youth allowance recipients,134
21285,Wandin - Seville,2020-03-01,Population aged 15-64 y.o.,5294
21285,Wandin - Seville,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,2.5
21286,Yarra Valley,2020-03-01,JobSeeker payment recipients,581
21286,Yarra Valley,2020-03-01,Youth Allowance recipients,41
21286,Yarra Valley,2020-03-01,Total JobSeeker and Youth allowance recipients,622
21286,Yarra Valley,2020-03-01,Population aged 15-64 y.o.,10770
21286,Yarra Valley,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,5.8
21287,Beaconsfield - Officer,2020-03-01,JobSeeker payment recipients,384
21287,Beaconsfield - Officer,2020-03-01,Youth Allowance recipients,35
21287,Beaconsfield - Officer,2020-03-01,Total JobSeeker and Youth allowance recipients,419
21287,Beaconsfield - Officer,2020-03-01,Population aged 15-64 y.o.,12152
21287,Beaconsfield - Officer,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,3.4
21288,Bunyip - Garfield,2020-03-01,JobSeeker payment recipients,176
21288,Bunyip - Garfield,2020-03-01,Youth Allowance recipients,18
21288,Bunyip - Garfield,2020-03-01,Total JobSeeker and Youth allowance recipients,194
21288,Bunyip - Garfield,2020-03-01,Population aged 15-64 y.o.,5838
21288,Bunyip - Garfield,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,3.3
21289,Emerald - Cockatoo,2020-03-01,JobSeeker payment recipients,305
21289,Emerald - Cockatoo,2020-03-01,Youth Allowance recipients,24
21289,Emerald - Cockatoo,2020-03-01,Total JobSeeker and Youth allowance recipients,329
21289,Emerald - Cockatoo,2020-03-01,Population aged 15-64 y.o.,12362
21289,Emerald - Cockatoo,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,2.7
21290,Koo Wee Rup,2020-03-01,JobSeeker payment recipients,183
21290,Koo Wee Rup,2020-03-01,Youth Allowance recipients,15
21290,Koo Wee Rup,2020-03-01,Total JobSeeker and Youth allowance recipients,198
21290,Koo Wee Rup,2020-03-01,Population aged 15-64 y.o.,5158
21290,Koo Wee Rup,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,3.8
21291,Pakenham - North,2020-03-01,JobSeeker payment recipients,667
21291,Pakenham - North,2020-03-01,Youth Allowance recipients,74
21291,Pakenham - North,2020-03-01,Total JobSeeker and Youth allowance recipients,741
21291,Pakenham - North,2020-03-01,Population aged 15-64 y.o.,14150
21291,Pakenham - North,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,5.2
21292,Pakenham - South,2020-03-01,JobSeeker payment recipients,1015
21292,Pakenham - South,2020-03-01,Youth Allowance recipients,122
21292,Pakenham - South,2020-03-01,Total JobSeeker and Youth allowance recipients,1137
21292,Pakenham - South,2020-03-01,Population aged 15-64 y.o.,20430
21292,Pakenham - South,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,5.6
21293,Berwick - North,2020-03-01,JobSeeker payment recipients,370
21293,Berwick - North,2020-03-01,Youth Allowance recipients,41
21293,Berwick - North,2020-03-01,Total JobSeeker and Youth allowance recipients,411
21293,Berwick - North,2020-03-01,Population aged 15-64 y.o.,15280
21293,Berwick - North,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,2.7
21294,Berwick - South,2020-03-01,JobSeeker payment recipients,462
21294,Berwick - South,2020-03-01,Youth Allowance recipients,73
21294,Berwick - South,2020-03-01,Total JobSeeker and Youth allowance recipients,535
21294,Berwick - South,2020-03-01,Population aged 15-64 y.o.,19017
21294,Berwick - South,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,2.8
21295,Doveton,2020-03-01,JobSeeker payment recipients,698
21295,Doveton,2020-03-01,Youth Allowance recipients,72
21295,Doveton,2020-03-01,Total JobSeeker and Youth allowance recipients,770
21295,Doveton,2020-03-01,Population aged 15-64 y.o.,8113
21295,Doveton,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.5
21297,Hallam,2020-03-01,JobSeeker payment recipients,460
21297,Hallam,2020-03-01,Youth Allowance recipients,40
21297,Hallam,2020-03-01,Total JobSeeker and Youth allowance recipients,500
21297,Hallam,2020-03-01,Population aged 15-64 y.o.,7721
21297,Hallam,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,6.5
21299,Narre Warren North,2020-03-01,JobSeeker payment recipients,77
21299,Narre Warren North,2020-03-01,Youth Allowance recipients,9
21299,Narre Warren North,2020-03-01,Total JobSeeker and Youth allowance recipients,86
21299,Narre Warren North,2020-03-01,Population aged 15-64 y.o.,5810
21299,Narre Warren North,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,1.5
21300,Cranbourne,2020-03-01,JobSeeker payment recipients,913
21300,Cranbourne,2020-03-01,Youth Allowance recipients,116
21300,Cranbourne,2020-03-01,Total JobSeeker and Youth allowance recipients,1029
21300,Cranbourne,2020-03-01,Population aged 15-64 y.o.,14120
21300,Cranbourne,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,7.3
21301,Cranbourne East,2020-03-01,JobSeeker payment recipients,927
21301,Cranbourne East,2020-03-01,Youth Allowance recipients,130
21301,Cranbourne East,2020-03-01,Total JobSeeker and Youth allowance recipients,1057
21301,Cranbourne East,2020-03-01,Population aged 15-64 y.o.,26864
21301,Cranbourne East,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,3.9
21302,Cranbourne North,2020-03-01,JobSeeker payment recipients,646
21302,Cranbourne North,2020-03-01,Youth Allowance recipients,90
21302,Cranbourne North,2020-03-01,Total JobSeeker and Youth allowance recipients,736
21302,Cranbourne North,2020-03-01,Population aged 15-64 y.o.,16100
21302,Cranbourne North,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,4.6
21303,Cranbourne South,2020-03-01,JobSeeker payment recipients,195
21303,Cranbourne South,2020-03-01,Youth Allowance recipients,27
21303,Cranbourne South,2020-03-01,Total JobSeeker and Youth allowance recipients,222
21303,Cranbourne South,2020-03-01,Population aged 15-64 y.o.,6760
21303,Cranbourne South,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,3.3
21304,Cranbourne West,2020-03-01,JobSeeker payment recipients,527
21304,Cranbourne West,2020-03-01,Youth Allowance recipients,65
21304,Cranbourne West,2020-03-01,Total JobSeeker and Youth allowance recipients,592
21304,Cranbourne West,2020-03-01,Population aged 15-64 y.o.,12660
21304,Cranbourne West,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,4.7
21305,Hampton Park - Lynbrook,2020-03-01,JobSeeker payment recipients,1129
21305,Hampton Park - Lynbrook,2020-03-01,Youth Allowance recipients,122
21305,Hampton Park - Lynbrook,2020-03-01,Total JobSeeker and Youth allowance recipients,1251
21305,Hampton Park - Lynbrook,2020-03-01,Population aged 15-64 y.o.,18719
21305,Hampton Park - Lynbrook,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,6.7
21306,Lynbrook - Lyndhurst,2020-03-01,JobSeeker payment recipients,301
21306,Lynbrook - Lyndhurst,2020-03-01,Youth Allowance recipients,24
21306,Lynbrook - Lyndhurst,2020-03-01,Total JobSeeker and Youth allowance recipients,325
21306,Lynbrook - Lyndhurst,2020-03-01,Population aged 15-64 y.o.,11598
21306,Lynbrook - Lyndhurst,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,2.8
21308,Pearcedale - Tooradin,2020-03-01,JobSeeker payment recipients,178
21308,Pearcedale - Tooradin,2020-03-01,Youth Allowance recipients,19
21308,Pearcedale - Tooradin,2020-03-01,Total JobSeeker and Youth allowance recipients,197
21308,Pearcedale - Tooradin,2020-03-01,Population aged 15-64 y.o.,5462
21308,Pearcedale - Tooradin,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,3.6
21309,Clarinda - Oakleigh South,2020-03-01,JobSeeker payment recipients,297
21309,Clarinda - Oakleigh South,2020-03-01,Youth Allowance recipients,16
21309,Clarinda - Oakleigh South,2020-03-01,Total JobSeeker and Youth allowance recipients,313
21309,Clarinda - Oakleigh South,2020-03-01,Population aged 15-64 y.o.,7986
21309,Clarinda - Oakleigh South,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,3.9
21310,Clayton South,2020-03-01,JobSeeker payment recipients,282
21310,Clayton South,2020-03-01,Youth Allowance recipients,10
21310,Clayton South,2020-03-01,Total JobSeeker and Youth allowance recipients,292
21310,Clayton South,2020-03-01,Population aged 15-64 y.o.,9638
21310,Clayton South,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,3
21311,Dandenong,2020-03-01,JobSeeker payment recipients,1896
21311,Dandenong,2020-03-01,Youth Allowance recipients,146
21311,Dandenong,2020-03-01,Total JobSeeker and Youth allowance recipients,2042
21311,Dandenong,2020-03-01,Population aged 15-64 y.o.,22961
21311,Dandenong,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,8.9
21312,Dandenong North,2020-03-01,JobSeeker payment recipients,913
21312,Dandenong North,2020-03-01,Youth Allowance recipients,77
21312,Dandenong North,2020-03-01,Total JobSeeker and Youth allowance recipients,990
21312,Dandenong North,2020-03-01,Population aged 15-64 y.o.,15498
21312,Dandenong North,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,6.4
21313,Dingley Village,2020-03-01,JobSeeker payment recipients,161
21313,Dingley Village,2020-03-01,Youth Allowance recipients,11
21313,Dingley Village,2020-03-01,Total JobSeeker and Youth allowance recipients,172
21313,Dingley Village,2020-03-01,Population aged 15-64 y.o.,6580
21313,Dingley Village,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,2.6
21314,Keysborough,2020-03-01,JobSeeker payment recipients,682
21314,Keysborough,2020-03-01,Youth Allowance recipients,36
21314,Keysborough,2020-03-01,Total JobSeeker and Youth allowance recipients,718
21314,Keysborough,2020-03-01,Population aged 15-64 y.o.,20154
21314,Keysborough,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,3.6
21316,Noble Park North,2020-03-01,JobSeeker payment recipients,264
21316,Noble Park North,2020-03-01,Youth Allowance recipients,26
21316,Noble Park North,2020-03-01,Total JobSeeker and Youth allowance recipients,290
21316,Noble Park North,2020-03-01,Population aged 15-64 y.o.,5171
21316,Noble Park North,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,5.6
21317,Springvale,2020-03-01,JobSeeker payment recipients,899
21317,Springvale,2020-03-01,Youth Allowance recipients,39
21317,Springvale,2020-03-01,Total JobSeeker and Youth allowance recipients,938
21317,Springvale,2020-03-01,Population aged 15-64 y.o.,16349
21317,Springvale,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,5.7
21318,Springvale South,2020-03-01,JobSeeker payment recipients,524
21318,Springvale South,2020-03-01,Youth Allowance recipients,24
21318,Springvale South,2020-03-01,Total JobSeeker and Youth allowance recipients,548
21318,Springvale South,2020-03-01,Population aged 15-64 y.o.,9098
21318,Springvale South,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,6
21319,Ashwood - Chadstone,2020-03-01,JobSeeker payment recipients,418
21319,Ashwood - Chadstone,2020-03-01,Youth Allowance recipients,30
21319,Ashwood - Chadstone,2020-03-01,Total JobSeeker and Youth allowance recipients,448
21319,Ashwood - Chadstone,2020-03-01,Population aged 15-64 y.o.,14054
21319,Ashwood - Chadstone,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,3.2
21320,Clayton,2020-03-01,JobSeeker payment recipients,306
21320,Clayton,2020-03-01,Youth Allowance recipients,24
21320,Clayton,2020-03-01,Total JobSeeker and Youth allowance recipients,330
21320,Clayton,2020-03-01,Population aged 15-64 y.o.,22534
21320,Clayton,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,1.5
21321,Glen Waverley - East,2020-03-01,JobSeeker payment recipients,231
21321,Glen Waverley - East,2020-03-01,Youth Allowance recipients,21
21321,Glen Waverley - East,2020-03-01,Total JobSeeker and Youth allowance recipients,252
21321,Glen Waverley - East,2020-03-01,Population aged 15-64 y.o.,13902
21321,Glen Waverley - East,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,1.8
21322,Glen Waverley - West,2020-03-01,JobSeeker payment recipients,257
21322,Glen Waverley - West,2020-03-01,Youth Allowance recipients,11
21322,Glen Waverley - West,2020-03-01,Total JobSeeker and Youth allowance recipients,268
21322,Glen Waverley - West,2020-03-01,Population aged 15-64 y.o.,13880
21322,Glen Waverley - West,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,1.9
21323,Mount Waverley - North,2020-03-01,JobSeeker payment recipients,175
21323,Mount Waverley - North,2020-03-01,Youth Allowance recipients,11
21323,Mount Waverley - North,2020-03-01,Total JobSeeker and Youth allowance recipients,186
21323,Mount Waverley - North,2020-03-01,Population aged 15-64 y.o.,10533
21323,Mount Waverley - North,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,1.8
21324,Mount Waverley - South,2020-03-01,JobSeeker payment recipients,217
21324,Mount Waverley - South,2020-03-01,Youth Allowance recipients,17
21324,Mount Waverley - South,2020-03-01,Total JobSeeker and Youth allowance recipients,234
21324,Mount Waverley - South,2020-03-01,Population aged 15-64 y.o.,12840
21324,Mount Waverley - South,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,1.8
21325,Mulgrave,2020-03-01,JobSeeker payment recipients,369
21325,Mulgrave,2020-03-01,Youth Allowance recipients,28
21325,Mulgrave,2020-03-01,Total JobSeeker and Youth allowance recipients,397
21325,Mulgrave,2020-03-01,Population aged 15-64 y.o.,13438
21325,Mulgrave,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,3
21326,Oakleigh - Huntingdale,2020-03-01,JobSeeker payment recipients,433
21326,Oakleigh - Huntingdale,2020-03-01,Youth Allowance recipients,38
21326,Oakleigh - Huntingdale,2020-03-01,Total JobSeeker and Youth allowance recipients,471
21326,Oakleigh - Huntingdale,2020-03-01,Population aged 15-64 y.o.,16477
21326,Oakleigh - Huntingdale,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,2.9
21327,Wheelers Hill,2020-03-01,JobSeeker payment recipients,204
21327,Wheelers Hill,2020-03-01,Youth Allowance recipients,7
21327,Wheelers Hill,2020-03-01,Total JobSeeker and Youth allowance recipients,211
21327,Wheelers Hill,2020-03-01,Population aged 15-64 y.o.,12520
21327,Wheelers Hill,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,1.7
21328,Ardeer - Albion,2020-03-01,JobSeeker payment recipients,437
21328,Ardeer - Albion,2020-03-01,Youth Allowance recipients,25
21328,Ardeer - Albion,2020-03-01,Total JobSeeker and Youth allowance recipients,462
21328,Ardeer - Albion,2020-03-01,Population aged 15-64 y.o.,5895
21328,Ardeer - Albion,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,7.8
21329,Cairnlea,2020-03-01,JobSeeker payment recipients,383
21329,Cairnlea,2020-03-01,Youth Allowance recipients,18
21329,Cairnlea,2020-03-01,Total JobSeeker and Youth allowance recipients,401
21329,Cairnlea,2020-03-01,Population aged 15-64 y.o.,7521
21329,Cairnlea,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,5.3
21330,Deer Park - Derrimut,2020-03-01,JobSeeker payment recipients,1149
21330,Deer Park - Derrimut,2020-03-01,Youth Allowance recipients,91
21330,Deer Park - Derrimut,2020-03-01,Total JobSeeker and Youth allowance recipients,1240
21330,Deer Park - Derrimut,2020-03-01,Population aged 15-64 y.o.,19027
21330,Deer Park - Derrimut,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,6.5
21331,Delahey,2020-03-01,JobSeeker payment recipients,398
21331,Delahey,2020-03-01,Youth Allowance recipients,21
21331,Delahey,2020-03-01,Total JobSeeker and Youth allowance recipients,419
21331,Delahey,2020-03-01,Population aged 15-64 y.o.,6299
21331,Delahey,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,6.7
21332,Keilor Downs,2020-03-01,JobSeeker payment recipients,526
21332,Keilor Downs,2020-03-01,Youth Allowance recipients,50
21332,Keilor Downs,2020-03-01,Total JobSeeker and Youth allowance recipients,576
21332,Keilor Downs,2020-03-01,Population aged 15-64 y.o.,9127
21332,Keilor Downs,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,6.3
21333,Kings Park (Vic.),2020-03-01,JobSeeker payment recipients,822
21333,Kings Park (Vic.),2020-03-01,Youth Allowance recipients,44
21333,Kings Park (Vic.),2020-03-01,Total JobSeeker and Youth allowance recipients,866
21333,Kings Park (Vic.),2020-03-01,Population aged 15-64 y.o.,9581
21333,Kings Park (Vic.),2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9
21334,St Albans - North,2020-03-01,JobSeeker payment recipients,1324
21334,St Albans - North,2020-03-01,Youth Allowance recipients,74
21334,St Albans - North,2020-03-01,Total JobSeeker and Youth allowance recipients,1398
21334,St Albans - North,2020-03-01,Population aged 15-64 y.o.,14306
21334,St Albans - North,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.8
21335,St Albans - South,2020-03-01,JobSeeker payment recipients,1155
21335,St Albans - South,2020-03-01,Youth Allowance recipients,58
21335,St Albans - South,2020-03-01,Total JobSeeker and Youth allowance recipients,1213
21335,St Albans - South,2020-03-01,Population aged 15-64 y.o.,12575
21335,St Albans - South,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.6
21336,Sunshine,2020-03-01,JobSeeker payment recipients,537
21336,Sunshine,2020-03-01,Youth Allowance recipients,31
21336,Sunshine,2020-03-01,Total JobSeeker and Youth allowance recipients,568
21336,Sunshine,2020-03-01,Population aged 15-64 y.o.,7475
21336,Sunshine,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,7.6
21337,Sunshine North,2020-03-01,JobSeeker payment recipients,731
21337,Sunshine North,2020-03-01,Youth Allowance recipients,25
21337,Sunshine North,2020-03-01,Total JobSeeker and Youth allowance recipients,756
21337,Sunshine North,2020-03-01,Population aged 15-64 y.o.,8445
21337,Sunshine North,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9
21338,Sunshine West,2020-03-01,JobSeeker payment recipients,1082
21338,Sunshine West,2020-03-01,Youth Allowance recipients,65
21338,Sunshine West,2020-03-01,Total JobSeeker and Youth allowance recipients,1147
21338,Sunshine West,2020-03-01,Population aged 15-64 y.o.,13225
21338,Sunshine West,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,8.7
21339,Sydenham,2020-03-01,JobSeeker payment recipients,400
21339,Sydenham,2020-03-01,Youth Allowance recipients,27
21339,Sydenham,2020-03-01,Total JobSeeker and Youth allowance recipients,427
21339,Sydenham,2020-03-01,Population aged 15-64 y.o.,9083
21339,Sydenham,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,4.7
21340,Taylors Lakes,2020-03-01,JobSeeker payment recipients,356
21340,Taylors Lakes,2020-03-01,Youth Allowance recipients,25
21340,Taylors Lakes,2020-03-01,Total JobSeeker and Youth allowance recipients,381
21340,Taylors Lakes,2020-03-01,Population aged 15-64 y.o.,13150
21340,Taylors Lakes,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,2.9
21341,Altona,2020-03-01,JobSeeker payment recipients,299
21341,Altona,2020-03-01,Youth Allowance recipients,15
21341,Altona,2020-03-01,Total JobSeeker and Youth allowance recipients,314
21341,Altona,2020-03-01,Population aged 15-64 y.o.,8738
21341,Altona,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,3.6
21342,Altona Meadows,2020-03-01,JobSeeker payment recipients,679
21342,Altona Meadows,2020-03-01,Youth Allowance recipients,40
21342,Altona Meadows,2020-03-01,Total JobSeeker and Youth allowance recipients,719
21342,Altona Meadows,2020-03-01,Population aged 15-64 y.o.,13929
21342,Altona Meadows,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,5.2
21343,Altona North,2020-03-01,JobSeeker payment recipients,505
21343,Altona North,2020-03-01,Youth Allowance recipients,30
21343,Altona North,2020-03-01,Total JobSeeker and Youth allowance recipients,535
21343,Altona North,2020-03-01,Population aged 15-64 y.o.,9470
21343,Altona North,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,5.6
21344,Newport,2020-03-01,JobSeeker payment recipients,341
21344,Newport,2020-03-01,Youth Allowance recipients,18
21344,Newport,2020-03-01,Total JobSeeker and Youth allowance recipients,359
21344,Newport,2020-03-01,Population aged 15-64 y.o.,13181
21344,Newport,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,2.7
21345,Seabrook,2020-03-01,JobSeeker payment recipients,131
21345,Seabrook,2020-03-01,Youth Allowance recipients,9
21345,Seabrook,2020-03-01,Total JobSeeker and Youth allowance recipients,140
21345,Seabrook,2020-03-01,Population aged 15-64 y.o.,3728
21345,Seabrook,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,3.8
21346,Williamstown,2020-03-01,JobSeeker payment recipients,269
21346,Williamstown,2020-03-01,Youth Allowance recipients,16
21346,Williamstown,2020-03-01,Total JobSeeker and Youth allowance recipients,285
21346,Williamstown,2020-03-01,Population aged 15-64 y.o.,11104
21346,Williamstown,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,2.6
21347,Braybrook,2020-03-01,JobSeeker payment recipients,1032
21347,Braybrook,2020-03-01,Youth Allowance recipients,69
21347,Braybrook,2020-03-01,Total JobSeeker and Youth allowance recipients,1101
21347,Braybrook,2020-03-01,Population aged 15-64 y.o.,14692
21347,Braybrook,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,7.5
21348,Footscray,2020-03-01,JobSeeker payment recipients,888
21348,Footscray,2020-03-01,Youth Allowance recipients,46
21348,Footscray,2020-03-01,Total JobSeeker and Youth allowance recipients,934
21348,Footscray,2020-03-01,Population aged 15-64 y.o.,14852
21348,Footscray,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,6.3
21349,Maribyrnong,2020-03-01,JobSeeker payment recipients,276
21349,Maribyrnong,2020-03-01,Youth Allowance recipients,10
21349,Maribyrnong,2020-03-01,Total JobSeeker and Youth allowance recipients,286
21349,Maribyrnong,2020-03-01,Population aged 15-64 y.o.,10664
21349,Maribyrnong,2020-03-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,2.7
21350,Seddon - Kingsville,2020-03-01,JobSeeker payment recipients,248
21350,Seddon - Kingsville,2020-03-01,Youth Allowance recipients,8
